date,count
2015-05-04,69
2015-05-05,57
2015-05-06,44
2015-05-07,60
2015-05-08,54
2015-05-09,55
2015-05-10,71
2015-05-11,42
2015-05-12,69
2015-05-13,52
2015-05-14,59
2015-05-15,85
2015-05-16,70
2015-05-17,117
2015-05-18,56
2015-05-19,157
2015-05-20,69
2015-05-21,79
2015-05-22,61
2015-05-23,59
2015-05-24,90
2015-05-25,114
2015-05-26,97
2015-05-27,63
2015-05-28,51
2015-05-29,110
2015-05-30,113
2015-05-31,101
2015-06-01,83
2015-06-02,51
2015-06-03,51
2015-06-04,52
2015-06-05,67
2015-06-06,78
2015-06-07,99
2015-06-08,108
2015-06-09,89
2015-06-10,66
2015-06-11,73
2015-06-12,73
2015-06-13,82
2015-06-14,85
2015-06-15,95
2015-06-16,101
2015-06-17,83
2015-06-18,81
2015-06-19,82
2015-06-20,70
2015-06-21,60
2015-06-22,65
2015-06-23,58
2015-06-24,71
2015-06-25,89
2015-06-26,89
2015-06-27,79
2015-06-28,92
2015-06-29,76
2015-06-30,59
2015-07-01,77
2015-07-02,53
2015-07-03,48
2015-07-04,43
2015-07-05,91
2015-07-06,104
2015-07-07,64
2015-07-08,47
2015-07-09,80
2015-07-10,56
2015-07-11,86
2015-07-12,116
2015-07-13,115
2015-07-14,94
2015-07-15,84
2015-07-16,93
2015-07-17,71
2015-07-18,70
2015-07-19,111
2015-07-20,86
2015-07-21,62
2015-07-22,67
2015-07-23,77
2015-07-24,97
2015-07-25,102
2015-07-26,111
2015-07-27,117
2015-07-28,90
2015-07-29,74
2015-07-30,101
2015-07-31,100
2015-08-01,91
2015-08-02,86
2015-08-03,100
2015-08-04,70
2015-08-05,91
2015-08-07,182
2015-08-08,81
2015-08-09,98
2015-08-10,124
2015-08-11,79
2015-08-12,75
2015-08-13,70
2015-08-14,102
2015-08-15,80
2015-08-16,103
2015-08-17,111
2015-08-18,84
2015-08-19,97
2015-08-20,92
2015-08-21,106
2015-08-22,101
2015-08-23,104
2015-08-24,100
2015-08-25,70
2015-08-26,83
2015-08-27,69
2015-08-28,77
2015-08-29,68
2015-08-30,88
2015-08-31,100
2015-09-01,85
2015-09-02,89
2015-09-03,87
2015-09-04,73
2015-09-05,75
2015-09-06,78
2015-09-07,142
2015-09-08,118
2015-09-09,57
2015-09-10,72
2015-09-11,139
2015-09-12,152
2015-09-13,110
2015-09-14,97
2015-09-15,80
2015-09-16,72
2015-09-17,90
2015-09-18,129
2015-09-19,62
2015-09-20,50
2015-09-21,248
2015-09-22,86
2015-09-23,112
2015-09-24,106
2015-09-25,111
2015-09-26,115
2015-09-27,147
2015-09-28,168
2015-09-29,136
2015-09-30,118
2015-10-01,120
2015-10-02,114
2015-10-03,107
2015-10-04,150
2015-10-05,128
2015-10-06,118
2015-10-07,91
2015-10-08,111
2015-10-09,105
2015-10-10,102
2015-10-11,143
2015-10-12,183
2015-10-13,149
2015-10-14,81
2015-10-15,93
2015-10-16,92
2015-10-17,95
2015-10-18,165
2015-10-19,176
2015-10-20,126
2015-10-21,110
2015-10-22,87
2015-10-23,1
2015-10-24,215
2015-10-25,140
2015-10-26,134
2015-10-27,86
2015-10-28,100
2015-10-29,122
2015-10-30,125
2015-10-31,82
2015-11-01,116
2015-11-02,99
2015-11-03,73
2015-11-04,62
2015-11-05,60
2015-11-06,83
2015-11-07,55
2015-11-08,100
2015-11-09,116
2015-11-10,57
2015-11-11,39
2015-11-12,52
2015-11-13,72
2015-11-14,75
2015-11-15,90
2015-11-16,92
2015-11-17,45
2015-11-18,53
2015-11-19,49
2015-11-20,53
2015-11-21,56
2015-11-22,105
2015-11-23,166
2015-11-24,1
2015-11-25,121
2015-11-27,79
2015-11-28,67
2015-11-29,89
2015-11-30,1
2015-12-01,100
2015-12-02,27
2015-12-03,44
2015-12-04,62
2015-12-05,63
2015-12-06,69
2015-12-07,65
2015-12-08,40
2015-12-09,36
2015-12-10,31
2015-12-11,37
2015-12-12,49
2015-12-13,45
2015-12-14,54
2015-12-15,44
2015-12-16,33
2015-12-17,37
2015-12-18,45
2015-12-19,38
2015-12-20,55
2015-12-21,61
2015-12-22,33
2015-12-23,56
2015-12-24,42
2015-12-25,36
2015-12-26,35
2015-12-27,42
2015-12-28,47
2015-12-29,54
2015-12-30,63
2015-12-31,59
2016-01-01,63
2016-01-02,82
2016-01-03,88
2016-01-04,12
2016-01-05,96
2016-01-06,30
2016-01-07,34
2016-01-08,60
2016-01-09,40
2016-01-10,50
2016-01-11,48
2016-01-12,48
2016-01-13,35
2016-01-14,33
2016-01-15,34
2016-01-16,42
2016-01-17,57
2016-01-18,67
2016-01-19,46
2016-01-20,19
2016-01-21,29
2016-01-22,37
2016-01-23,33
2016-01-24,38
2016-01-25,53
2016-01-26,24
2016-01-27,28
2016-01-28,25
2016-01-29,37
2016-01-30,36
2016-01-31,67
2016-02-01,58
2016-02-02,32
2016-02-03,25
2016-02-04,32
2016-02-05,36
2016-02-06,43
2016-02-07,66
2016-02-08,63
2016-02-09,37
2016-02-10,24
2016-02-11,33
2016-02-12,36
2016-02-13,42
2016-02-14,69
2016-02-15,104
2016-02-16,70
2016-02-17,32
2016-02-18,30
2016-02-19,30
2016-02-20,34
2016-02-21,57
2016-02-22,57
2016-02-23,32
2016-02-24,35
2016-02-25,32
2016-02-26,48
2016-02-27,45
2016-02-28,80
2016-02-29,80
2016-03-01,45
2016-03-02,43
2016-03-03,34
2016-03-04,46
2016-03-05,44
2016-03-06,101
2016-03-07,16
2016-03-08,98
2016-03-09,78
2016-03-10,126
2016-03-11,38
2016-03-12,60
2016-03-13,99
2016-03-14,10
2016-03-15,81
2016-03-16,70
2016-03-17,99
2016-03-18,87
2016-03-19,107
2016-03-20,166
2016-03-21,13
2016-03-22,126
2016-03-23,78
2016-03-24,99
2016-03-25,96
2016-03-26,84
2016-03-27,108
2016-03-28,42
2016-03-29,68
2016-03-30,106
2016-03-31,42
2016-04-01,122
2016-04-02,122
2016-04-03,39
2016-04-04,232
2016-04-05,188
2016-04-06,146
2016-04-07,97
2016-04-08,75
2016-04-09,91
2016-04-10,155
2016-04-11,211
2016-04-12,92
2016-04-13,65
2016-04-14,93
2016-04-15,90
2016-04-16,97
2016-04-17,109
2016-04-18,156
2016-04-19,342
2016-04-20,148
2016-04-21,83
2016-04-22,82
2016-04-23,68
2016-04-24,263
2016-04-25,180
2016-04-26,66
2016-04-27,73
2016-04-28,98
2016-04-29,103
2016-04-30,111
2016-05-01,195
2016-05-02,119
2016-05-03,80
2016-05-04,172
2016-05-05,128
2016-05-06,127
2016-05-07,132
2016-05-08,225
2016-05-09,112
2016-05-10,112
2016-05-11,90
2016-05-12,92
2016-05-13,126
2016-05-14,132
2016-05-15,240
2016-05-16,180
2016-05-17,128
2016-05-18,166
2016-05-19,137
2016-05-20,121
2016-05-21,141
2016-05-22,227
2016-05-23,215
2016-05-24,165
2016-05-25,116
2016-05-26,132
2016-05-27,175
2016-05-28,166
2016-05-29,178
2016-05-30,211
2016-05-31,151
2016-06-01,96
2016-06-02,120
2016-06-03,132
2016-06-04,188
2016-06-05,266
2016-06-06,187
2016-06-07,144
2016-06-08,146
2016-06-09,138
2016-06-10,126
2016-06-11,132
2016-06-12,190
2016-06-13,164
2016-06-14,126
2016-06-15,147
2016-06-16,167
2016-06-17,190
2016-06-18,158
2016-06-19,228
2016-06-20,264
2016-06-21,148
2016-06-22,138
2016-06-23,146
2016-06-24,153
2016-06-25,163
2016-06-26,157
2016-06-27,156
2016-06-28,133
2016-06-29,132
2016-06-30,144
2016-07-01,131
2016-07-02,112
2016-07-03,137
2016-07-04,163
2016-07-05,206
2016-07-06,145
2016-07-07,110
2016-07-08,110
2016-07-09,135
2016-07-10,184
2016-07-11,167
2016-07-12,121
2016-07-13,135
2016-07-14,152
2016-07-15,163
2016-07-16,165
2016-07-17,232
2016-07-18,181
2016-07-19,134
2016-07-20,161
2016-07-21,267
2016-07-22,211
2016-07-23,193
2016-07-24,239
2016-07-25,208
2016-07-26,179
2016-07-27,203
2016-07-28,199
2016-07-29,205
2016-07-30,186
2016-07-31,235
2016-08-01,221
2016-08-02,168
2016-08-03,168
2016-08-04,160
2016-08-05,213
2016-08-06,187
2016-08-07,236
2016-08-08,312
2016-08-09,221
2016-08-10,227
2016-08-11,206
2016-08-12,222
2016-08-13,200
2016-08-14,287
2016-08-15,221
2016-08-16,156
2016-08-17,163
2016-08-18,162
2016-08-19,185
2016-08-20,181
2016-08-21,238
2016-08-22,197
2016-08-23,139
2016-08-24,122
2016-08-25,108
2016-08-26,133
2016-08-27,113
2016-08-28,192
2016-08-29,151
2016-08-30,103
2016-08-31,100
2016-09-01,153
2016-09-02,94
2016-09-03,70
2016-09-04,82
2016-09-05,125
2016-09-06,65
